student_id,name,gender,age,grade_level,math_score,reading_score,writing_score,attendance_rate,parent_education,study_hours,internet_access,lunch_type,extra_activities,final_result
S723,Student_723,Male,15,9,95,80,81,92.20215844072469,PhD,3.73774144427723,No,Free or reduced,No,Fail
S724,Student_724,Male,16,12,98,91,89,89.76355350621628,Bachelor's,3.012881659434538,No,Free or reduced,Yes,Fail
S725,Student_725,Male,15,11,57,59,62,82.66364251335047,High School,4.060595399445056,No,Free or reduced,Yes,Pass
S726,Student_726,Male,16,10,92,81,94,85.22666035770767,High School,2.9411625362468614,Yes,Standard,Yes,Pass
S727,Student_727,Male,15,9,69,83,66,88.3819894583417,Bachelor's,1.5975265449057283,No,Standard,No,Fail
S728,Student_728,Male,17,10,82,58,98,91.98598574012777,PhD,3.593027816311288,Yes,Standard,No,Pass
S729,Student_729,Male,16,12,75,66,86,90.2741571043061,Bachelor's,1.689545448420665,Yes,Standard,Yes,Pass
S730,Student_730,Female,17,10,88,60,55,85.76369051919059,Master's,4.48957825341926,Yes,Standard,Yes,Pass
S731,Student_731,Other,16,10,70,81,68,80.12928715579422,High School,3.452464956276966,Yes,Standard,Yes,Fail
S732,Student_732,Male,17,9,98,59,62,89.92478443801627,Master's,1.628815534227817,No,Standard,Yes,Pass
S733,Student_733,Female,15,12,91,71,75,85.71251977124486,Bachelor's,4.849352229924827,No,Standard,No,Fail
S734,Student_734,Female,15,11,92,66,63,94.6921660142107,Bachelor's,3.0734618533412825,No,Free or reduced,No,Fail
S735,Student_735,Other,15,11,90,53,80,80.47892530540967,PhD,1.29159380748662,No,Standard,Yes,Fail
S736,Student_736,Male,16,9,58,97,53,91.69655622611582,PhD,3.507331617660269,Yes,Standard,Yes,Pass
S737,Student_737,Other,17,10,73,96,88,98.82948475012131,PhD,2.012795628051241,Yes,Standard,No,Fail
S738,Student_738,Male,15,9,86,74,57,83.48818534223,Master's,4.21477380750921,Yes,Standard,Yes,Pass
S739,Student_739,Female,17,9,98,70,74,89.43298981501191,PhD,4.271288294264762,Yes,Free or reduced,No,Pass
S740,Student_740,Female,17,9,90,86,62,81.82843983634277,Bachelor's,4.915789423418648,No,Standard,Yes,Fail
S741,Student_741,Female,15,10,66,87,81,92.51363824522706,PhD,3.007478124098015,Yes,Free or reduced,No,Fail
S742,Student_742,Female,15,12,73,98,87,91.0106336119245,High School,2.8198275189109485,No,Free or reduced,Yes,Fail
S743,Student_743,Other,17,9,70,50,87,88.14731048425665,PhD,4.0139024217859225,Yes,Free or reduced,Yes,Pass
S744,Student_744,Male,15,10,88,74,77,90.42754042947482,Master's,1.5298826253677063,Yes,Standard,No,Pass
S745,Student_745,Male,15,12,90,85,79,97.9314931693802,High School,3.187662055172497,Yes,Standard,No,Fail
S746,Student_746,Other,15,9,88,66,52,83.92588604622134,High School,3.1849904005234038,Yes,Standard,Yes,Fail
S747,Student_747,Male,16,11,62,90,77,80.45129023410695,High School,1.3578924912415489,No,Free or reduced,Yes,Pass
S748,Student_748,Female,17,12,60,73,52,97.23329769398202,Master's,2.6719363420276543,No,Free or reduced,No,Pass
S749,Student_749,Male,17,9,95,51,94,91.54234164775814,Bachelor's,4.413139194268808,No,Free or reduced,No,Fail
S750,Student_750,Female,16,12,68,89,83,97.81316910923685,PhD,4.424614487978641,No,Free or reduced,Yes,Pass
S751,Student_751,Other,17,12,60,64,65,91.93890446826344,High School,1.396950659678724,Yes,Standard,Yes,Pass
S752,Student_752,Male,15,12,62,81,71,96.20322179919405,High School,1.3628835309913234,Yes,Standard,No,Pass
S753,Student_753,Other,17,12,95,88,81,88.59346726710297,High School,2.050781908007741,No,Standard,No,Pass
S754,Student_754,Male,15,12,94,55,87,94.99719862576538,Bachelor's,4.499064250215974,No,Free or reduced,No,Pass
S755,Student_755,Female,16,12,50,50,57,98.26082933779712,Bachelor's,1.5156103402939958,Yes,Free or reduced,No,Pass
S756,Student_756,Other,15,9,89,96,57,91.44245927444413,Master's,3.879987210509785,Yes,Standard,No,Fail
S757,Student_757,Male,17,11,93,72,55,83.61570301124759,Bachelor's,1.4046624784524129,No,Standard,Yes,Pass
S758,Student_758,Female,17,10,68,88,63,85.37595230060396,PhD,3.4925514149913015,No,Free or reduced,Yes,Fail
S759,Student_759,Other,17,12,61,66,81,83.97289153794812,Master's,2.4242691964765792,No,Standard,No,Fail
S760,Student_760,Other,16,10,57,83,84,84.93714055191465,Master's,4.155655851863468,Yes,Standard,Yes,Pass
S761,Student_761,Male,16,9,57,90,59,86.12830898702073,PhD,1.9347617953014544,No,Free or reduced,Yes,Fail
S762,Student_762,Male,17,12,94,78,52,91.10267573506377,PhD,3.5568073175598394,No,Free or reduced,No,Fail
S763,Student_763,Male,15,11,61,58,61,91.75983258927666,PhD,1.9427301383035398,No,Free or reduced,Yes,Fail
S764,Student_764,Female,16,10,97,62,98,88.52999494483723,Master's,3.854641132448615,No,Standard,Yes,Pass
S765,Student_765,Male,17,12,82,55,80,92.30841559641671,Master's,4.4947121382429955,No,Free or reduced,Yes,Fail
S766,Student_766,Other,17,9,94,55,78,81.63149851222732,Master's,1.5072071965070402,Yes,Standard,No,Pass
S767,Student_767,Other,16,11,75,69,54,81.7557647411632,PhD,4.466382754382014,No,Standard,No,Fail
S768,Student_768,Male,16,10,88,52,74,83.43658920715316,PhD,3.3743010176571917,Yes,Free or reduced,Yes,Fail
S769,Student_769,Male,16,10,77,66,90,90.3615499608069,High School,1.508441963468096,No,Standard,Yes,Fail
S770,Student_770,Other,15,12,54,98,80,84.27989357396628,Bachelor's,2.710167421438848,No,Free or reduced,Yes,Fail
S771,Student_771,Female,15,11,57,61,70,85.66568806985154,High School,1.6434411739403916,No,Free or reduced,Yes,Pass
S772,Student_772,Male,17,11,74,97,69,88.00625672345988,PhD,3.801391555466278,Yes,Standard,Yes,Fail
S773,Student_773,Male,16,11,76,96,88,96.2373224802076,Master's,4.035472537671799,Yes,Standard,Yes,Fail
S774,Student_774,Other,15,11,95,94,71,80.2772427182572,PhD,1.4231860810911958,Yes,Free or reduced,No,Pass
S775,Student_775,Male,16,9,72,50,53,92.98757640473245,Bachelor's,3.0245594107785774,No,Free or reduced,Yes,Pass
S776,Student_776,Female,17,11,79,66,62,93.3775306208137,High School,4.258500224103669,No,Free or reduced,Yes,Pass
S777,Student_777,Other,15,10,94,52,94,95.97311560713273,High School,4.744652166203986,Yes,Free or reduced,No,Fail
S778,Student_778,Male,15,10,96,75,91,98.65505878120626,Master's,3.05407146696708,Yes,Free or reduced,Yes,Pass
S779,Student_779,Other,15,9,72,64,99,80.40275697898579,High School,4.801116894445628,No,Free or reduced,Yes,Pass
S780,Student_780,Male,17,10,98,85,98,83.07567411026433,High School,3.1427558818241192,Yes,Standard,Yes,Pass
S781,Student_781,Male,16,10,96,81,69,97.72342588111987,PhD,2.576761978399632,No,Standard,Yes,Pass
S782,Student_782,Male,15,11,69,81,62,89.1703712437403,High School,4.392812514211582,Yes,Standard,No,Pass
S783,Student_783,Female,17,10,67,53,66,91.29181277866927,High School,2.9719308418323562,Yes,Standard,Yes,Pass
S784,Student_784,Female,16,9,67,67,85,93.26054407446294,High School,2.887610042258092,Yes,Free or reduced,No,Fail
S785,Student_785,Other,17,11,51,98,82,93.58133208991275,Master's,2.961249957639313,No,Standard,Yes,Pass
S786,Student_786,Male,16,12,53,68,50,98.63480806633017,Master's,4.3871400074789815,No,Standard,Yes,Fail
S787,Student_787,Male,17,11,79,92,64,99.9389883482334,PhD,4.327766166752209,Yes,Free or reduced,No,Pass
S788,Student_788,Female,16,9,82,84,62,94.40314921861881,High School,2.614079969760845,No,Standard,Yes,Pass
S789,Student_789,Male,15,11,85,89,66,85.74442418410301,Master's,2.3331994394821,No,Free or reduced,No,Pass
S790,Student_790,Female,16,11,67,63,73,97.59504804588687,Master's,2.967712096156517,No,Free or reduced,No,Fail
S791,Student_791,Male,17,9,86,82,57,80.98441829081523,PhD,3.291090038948436,No,Free or reduced,No,Pass
S792,Student_792,Other,17,11,68,63,99,84.62161705748993,Bachelor's,1.9533488425119878,Yes,Free or reduced,Yes,Pass
S793,Student_793,Male,16,9,96,83,76,97.94771434927429,High School,4.175820338862362,No,Free or reduced,Yes,Pass
S794,Student_794,Male,15,9,77,53,94,85.1238302887871,Master's,2.9459310629296915,No,Standard,Yes,Pass
S795,Student_795,Female,15,12,89,73,72,84.41302119243497,PhD,2.3361821936798384,Yes,Standard,Yes,Fail
S796,Student_796,Male,16,10,69,78,95,82.76250586280494,PhD,1.4272839718559625,No,Standard,No,Fail
S797,Student_797,Male,16,10,98,68,57,97.18223515293833,PhD,1.9553806416144277,No,Free or reduced,Yes,Fail
S798,Student_798,Female,17,11,82,55,57,90.00116518382174,Master's,4.797124687023935,No,Standard,Yes,Fail
S799,Student_799,Other,15,11,61,82,75,93.49786406108309,High School,2.2203987472781064,Yes,Standard,No,Fail
S800,Student_800,Other,16,12,64,98,96,84.7813276815006,Bachelor's,1.6754371574681413,Yes,Standard,No,Pass
S801,Student_801,Female,15,12,90,89,62,95.16080842022433,High School,2.842691166619973,No,Standard,Yes,Pass
S802,Student_802,Female,16,12,88,68,88,95.20011089924196,PhD,2.2283509734409948,No,Free or reduced,No,Pass
S803,Student_803,Female,16,9,51,50,86,86.251960498166,PhD,1.1406370010847766,Yes,Standard,No,Fail
S804,Student_804,Female,15,12,78,54,98,88.21365266020565,Bachelor's,2.292580869117669,Yes,Free or reduced,No,Pass
S805,Student_805,Female,16,12,90,76,77,84.19380554860402,High School,3.1764344957578743,Yes,Free or reduced,No,Fail
S806,Student_806,Other,16,11,59,65,74,99.53122046645808,PhD,3.2068494880798677,No,Standard,No,Pass
S807,Student_807,Other,17,12,51,55,65,92.91205154116824,PhD,2.426235684707555,No,Free or reduced,Yes,Fail
S808,Student_808,Female,16,9,60,89,51,98.69087761431031,High School,2.7892110250104025,Yes,Free or reduced,Yes,Pass
S809,Student_809,Male,16,9,62,62,67,86.06771087258267,PhD,4.862071672939066,No,Free or reduced,Yes,Pass
S810,Student_810,Female,16,11,59,97,66,95.6378182599378,High School,2.5093939089212465,No,Free or reduced,Yes,Pass
S811,Student_811,Male,17,12,63,84,79,95.31717287769484,PhD,2.032907253039932,No,Free or reduced,Yes,Pass
S812,Student_812,Female,15,12,67,68,88,93.83311303733083,High School,1.9738681762670405,No,Free or reduced,Yes,Fail
S813,Student_813,Female,17,9,58,61,62,99.31277950533601,Bachelor's,2.8310584508165366,No,Free or reduced,Yes,Pass
S814,Student_814,Other,17,12,88,65,81,87.87110672212631,PhD,4.038080594867776,No,Standard,No,Pass
S815,Student_815,Male,15,12,77,92,99,82.61434647179514,Bachelor's,1.8239527367538928,No,Standard,Yes,Pass
S816,Student_816,Male,17,12,52,59,78,93.43417718488121,PhD,3.8371845085630722,Yes,Free or reduced,Yes,Fail
S817,Student_817,Other,15,10,69,74,95,94.58619600954412,PhD,1.0845992933976651,Yes,Free or reduced,Yes,Pass
S818,Student_818,Other,17,11,55,69,79,91.5012114691763,Master's,2.675731911935784,Yes,Standard,No,Pass
S819,Student_819,Other,15,10,76,80,67,84.13635786266792,High School,4.103460260811147,Yes,Standard,Yes,Pass
S820,Student_820,Other,16,11,51,53,62,90.0891188333871,Bachelor's,2.3549318230977256,Yes,Standard,Yes,Pass
S821,Student_821,Male,17,9,78,93,92,86.2437947313826,Bachelor's,3.254948405781598,Yes,Standard,No,Pass
S822,Student_822,Male,17,12,87,72,70,88.54933056333378,Bachelor's,1.8199169313036432,Yes,Free or reduced,Yes,Fail
S823,Student_823,Female,17,11,52,51,79,92.90437151689328,High School,3.967981564504689,Yes,Free or reduced,Yes,Fail
S824,Student_824,Female,17,10,65,71,70,94.9042948538167,Master's,1.2091164130750385,Yes,Standard,No,Fail
S825,Student_825,Other,16,12,79,86,97,84.64449381802686,Bachelor's,4.410170579502001,No,Standard,Yes,Pass
S826,Student_826,Other,17,9,89,57,66,88.10650721293906,High School,1.7927855456866726,No,Standard,No,Fail
S827,Student_827,Other,16,11,51,56,89,85.38323141983258,PhD,4.497592126833323,Yes,Standard,Yes,Pass
S828,Student_828,Female,16,11,66,63,68,83.97263227723738,Bachelor's,2.4101169652020693,No,Free or reduced,Yes,Pass
S829,Student_829,Female,16,11,90,52,64,95.66774439991677,Bachelor's,3.8907342978979464,No,Standard,Yes,Pass
S830,Student_830,Female,16,12,61,99,58,98.18505388873984,Master's,2.276901191144754,Yes,Standard,No,Pass
S831,Student_831,Female,15,10,84,65,59,87.40464371369154,Bachelor's,4.62364668493859,Yes,Standard,No,Fail
S832,Student_832,Female,15,10,92,68,93,95.02557848747534,Bachelor's,1.5065485020734974,Yes,Free or reduced,No,Fail
S833,Student_833,Female,17,11,50,67,80,97.93990578728823,PhD,1.7140791570903948,No,Free or reduced,Yes,Fail
S834,Student_834,Female,15,9,94,65,72,96.92248421060464,High School,2.972120500635209,No,Free or reduced,Yes,Pass
S835,Student_835,Other,15,9,64,57,79,83.65626777078452,High School,1.3277537561525845,Yes,Standard,No,Fail
S836,Student_836,Other,17,10,75,82,82,99.12583763026723,Master's,1.7839207388070477,No,Standard,No,Fail
S837,Student_837,Other,17,9,86,98,58,87.53352880858925,PhD,4.7750655288480575,No,Standard,Yes,Pass
S838,Student_838,Other,17,10,70,61,96,86.78481322347673,High School,4.905958644591548,No,Free or reduced,Yes,Fail
S839,Student_839,Female,15,11,98,60,50,81.24862654555561,PhD,2.5050373173216878,Yes,Free or reduced,Yes,Pass
S840,Student_840,Male,15,10,80,54,93,89.72347308209766,High School,4.693144084055742,No,Standard,Yes,Fail
S841,Student_841,Female,17,10,74,76,84,82.18027231281857,PhD,3.179298702693727,No,Standard,No,Fail
S842,Student_842,Male,16,11,72,61,60,84.97079641854852,Master's,2.078969863495068,No,Free or reduced,Yes,Fail
S843,Student_843,Other,17,9,73,66,83,86.33885243534563,Bachelor's,3.8095948843223946,No,Standard,Yes,Pass
S844,Student_844,Female,16,10,87,55,65,96.17652646983368,Master's,3.635607226299429,No,Standard,Yes,Fail
S845,Student_845,Other,16,10,77,82,58,97.50977300791793,High School,4.956501276434933,No,Standard,Yes,Fail
S846,Student_846,Female,17,11,70,54,81,86.04932634922939,Master's,2.060189149637133,No,Free or reduced,Yes,Fail
S847,Student_847,Other,17,9,92,77,64,97.17396242489147,Bachelor's,3.6882380106469417,Yes,Standard,Yes,Fail
S848,Student_848,Male,17,10,67,63,61,97.14461874739582,Master's,1.2080950201177876,Yes,Standard,Yes,Pass
S849,Student_849,Male,15,11,85,54,82,95.29301900769747,High School,1.4545841547868776,No,Standard,No,Pass
S850,Student_850,Male,16,10,84,82,94,82.93390228030363,High School,1.015673499804373,Yes,Standard,No,Fail
S851,Student_851,Female,15,12,94,99,63,93.80645693801458,Master's,4.9978427242386925,No,Free or reduced,No,Fail
S852,Student_852,Male,15,11,58,97,57,98.90048129161137,Bachelor's,4.209094788589911,No,Free or reduced,Yes,Fail
S853,Student_853,Female,17,9,87,90,57,93.65080957534315,Master's,4.146892058934164,No,Free or reduced,No,Pass
S854,Student_854,Male,15,9,79,68,76,86.63233698215667,Bachelor's,3.038904301152719,Yes,Standard,Yes,Fail
S855,Student_855,Male,17,9,93,71,61,90.01158634861662,PhD,2.2002683316217597,No,Free or reduced,Yes,Fail
S856,Student_856,Female,16,9,83,54,50,92.91450086702108,Bachelor's,1.6050571378507037,No,Standard,Yes,Pass
S857,Student_857,Female,17,10,81,51,92,90.21140817457007,PhD,2.1386989553858546,Yes,Free or reduced,Yes,Pass
S858,Student_858,Male,15,10,52,79,89,82.3990588346194,Master's,2.5038848877165565,Yes,Standard,No,Pass
S859,Student_859,Female,15,9,52,96,91,86.24128089304041,Bachelor's,4.025240387921176,No,Free or reduced,Yes,Fail
S860,Student_860,Male,17,9,77,88,60,96.04792061107266,PhD,3.1586471556126097,Yes,Free or reduced,Yes,Pass
S861,Student_861,Female,17,9,93,53,88,97.22836092191035,PhD,1.3099345062219308,Yes,Free or reduced,No,Pass
S862,Student_862,Other,15,10,64,82,92,82.7460006543114,PhD,1.072116035835649,No,Standard,No,Fail
S863,Student_863,Other,16,9,90,62,80,99.0477350479745,High School,1.4093287181362526,No,Standard,No,Pass
S864,Student_864,Other,16,9,72,69,66,86.57645235697218,Master's,2.6419948547895173,No,Standard,Yes,Fail
S865,Student_865,Other,17,12,89,56,82,93.24627477461439,PhD,4.732771668196073,Yes,Free or reduced,No,Fail
S866,Student_866,Other,16,12,60,64,81,95.03650291913362,Bachelor's,3.5496099248368864,Yes,Standard,Yes,Pass
S867,Student_867,Male,15,9,97,72,78,96.23892469275766,PhD,4.20730359950206,Yes,Standard,Yes,Fail
S868,Student_868,Other,17,11,81,63,70,98.91499404451861,High School,2.865498378018194,No,Standard,No,Pass
S869,Student_869,Other,15,9,85,72,70,86.25839096057645,Master's,2.446664332780171,Yes,Standard,No,Pass
S870,Student_870,Other,15,12,82,68,89,97.17012909103109,High School,1.433601490866491,Yes,Standard,No,Pass
S871,Student_871,Other,16,11,73,78,72,82.63373806872414,High School,4.50373208874482,No,Standard,Yes,Fail
S872,Student_872,Female,17,11,88,69,55,94.10081812707185,High School,4.132640116111611,No,Free or reduced,Yes,Pass
S873,Student_873,Male,17,9,83,78,71,94.83955459027972,Bachelor's,1.6724723903909005,No,Free or reduced,Yes,Fail
S874,Student_874,Other,16,12,77,73,99,93.55446482402641,Master's,3.049042255505042,Yes,Standard,Yes,Fail
S875,Student_875,Other,15,12,86,67,87,85.04629472270307,Master's,2.9494992316849795,No,Free or reduced,Yes,Fail
S876,Student_876,Other,15,11,56,59,86,97.46086294030407,Bachelor's,3.5003662107461144,Yes,Free or reduced,Yes,Pass
S877,Student_877,Male,15,9,53,90,94,83.3771692674079,Master's,4.784747575965045,Yes,Standard,No,Fail
S878,Student_878,Female,15,10,86,57,57,81.07269583041662,High School,3.3190857670499185,No,Standard,Yes,Fail
S879,Student_879,Male,17,10,50,75,90,94.34929981223824,Master's,3.1608690671144744,No,Free or reduced,No,Pass
S880,Student_880,Female,17,12,50,78,98,89.50951430465467,Bachelor's,1.2012917317386558,No,Standard,No,Pass
S881,Student_881,Other,16,10,96,59,84,96.98196039917352,High School,1.2516299040720957,No,Free or reduced,No,Fail
S882,Student_882,Other,16,12,69,66,60,87.66794282116518,Bachelor's,1.7493871653071555,No,Free or reduced,No,Fail
S883,Student_883,Male,17,12,68,51,73,83.36557177015426,PhD,1.1298830867669931,Yes,Free or reduced,No,Pass
S884,Student_884,Male,17,12,78,55,98,96.72884384939739,High School,3.9734115822800495,Yes,Standard,Yes,Fail
S885,Student_885,Female,15,10,59,54,70,90.97819263280144,High School,3.8933212159758526,Yes,Free or reduced,Yes,Fail
S886,Student_886,Female,15,12,67,77,51,83.7839158478071,Master's,1.5442249377265718,No,Standard,Yes,Fail
S887,Student_887,Male,16,11,77,90,89,94.40767997172891,High School,4.344315603181124,Yes,Standard,Yes,Fail
S888,Student_888,Female,17,9,84,54,68,90.22227276979001,Bachelor's,1.619144139384448,No,Standard,No,Pass
S889,Student_889,Male,16,9,92,67,88,92.0862596448064,Master's,2.204702347989435,No,Standard,No,Fail
S890,Student_890,Female,17,12,96,75,77,89.21796676413163,PhD,1.99590759664546,Yes,Standard,No,Pass
S891,Student_891,Male,15,9,80,69,66,96.57417967636013,Bachelor's,2.489228394292191,Yes,Free or reduced,Yes,Fail
S892,Student_892,Male,16,10,76,90,55,96.591254313661,PhD,2.0186550635598475,No,Standard,Yes,Pass
S893,Student_893,Male,16,10,60,98,68,94.18777643648772,PhD,2.9558037057538082,Yes,Standard,Yes,Fail
S894,Student_894,Female,17,9,98,76,87,82.10802754792924,PhD,2.6296315254187417,No,Standard,Yes,Pass
S895,Student_895,Female,15,10,98,98,77,96.77707723808138,High School,4.946277963117306,Yes,Standard,No,Fail
S896,Student_896,Female,16,9,87,61,51,93.42025961065819,Bachelor's,1.2237054005129027,Yes,Standard,No,Pass
S897,Student_897,Male,15,9,54,56,87,93.94048332008599,Bachelor's,1.5687255055494065,Yes,Free or reduced,Yes,Fail
S898,Student_898,Female,16,9,57,52,86,87.25965680807744,High School,1.21130357563441,Yes,Standard,Yes,Fail
S899,Student_899,Female,15,12,83,59,53,97.58559112314013,Master's,3.503364779929503,Yes,Standard,No,Pass
S900,Student_900,Male,17,9,97,83,71,94.50743200469715,PhD,1.2180371096548783,No,Free or reduced,No,Pass
S901,Student_901,Other,16,12,61,74,75,82.2518093305839,Bachelor's,4.345758949504493,Yes,Standard,No,Pass
S902,Student_902,Male,16,9,87,84,98,88.15556068812326,High School,3.047754522727711,Yes,Free or reduced,No,Pass
S903,Student_903,Female,15,9,50,65,92,97.72760723920283,PhD,3.108030498326135,Yes,Free or reduced,Yes,Pass
S904,Student_904,Male,15,9,80,51,85,80.94393403394758,Master's,3.246378030848777,No,Free or reduced,No,Fail
S905,Student_905,Other,16,10,53,73,62,99.228332392841,Master's,1.683254825224843,No,Free or reduced,No,Pass
S906,Student_906,Male,17,12,98,59,81,93.58325136639125,PhD,1.7907612124579502,No,Standard,No,Pass
S907,Student_907,Female,15,12,94,87,66,92.62751955286754,Master's,2.2752692914920187,No,Standard,No,Fail
S908,Student_908,Other,15,9,99,71,90,85.41118512975983,Bachelor's,3.3739856632874057,No,Free or reduced,Yes,Pass
S909,Student_909,Female,15,9,54,75,85,84.97583577478355,Bachelor's,1.840471103760858,Yes,Free or reduced,Yes,Pass
S910,Student_910,Other,16,10,79,92,95,98.8411643897719,Bachelor's,1.465326908533045,Yes,Standard,Yes,Pass
S911,Student_911,Other,16,10,73,88,68,85.96544908468246,Master's,4.880467545673729,Yes,Free or reduced,Yes,Fail
S912,Student_912,Male,16,10,52,76,84,95.51010593438,Bachelor's,1.0879272592384917,No,Free or reduced,Yes,Pass
S913,Student_913,Male,16,12,60,78,95,87.86243596414158,High School,4.2107896213440865,No,Free or reduced,Yes,Fail
S914,Student_914,Female,17,12,94,96,89,82.78508141569408,Bachelor's,4.152140598300088,Yes,Standard,No,Fail
S915,Student_915,Male,17,12,53,87,77,80.21430595390719,Bachelor's,2.188856455380384,No,Free or reduced,No,Pass
S916,Student_916,Male,16,9,75,69,50,90.88514674030502,Master's,1.5425064640292536,No,Standard,No,Fail
S917,Student_917,Other,17,12,76,76,91,99.51557637097865,Bachelor's,1.5825145868216937,No,Standard,No,Pass
S918,Student_918,Male,15,11,95,90,67,87.38272387618409,PhD,3.78972646894877,Yes,Standard,Yes,Pass
S919,Student_919,Other,15,11,92,69,97,87.1438466798609,High School,3.5712263643446946,Yes,Free or reduced,No,Pass
S920,Student_920,Other,15,10,76,93,89,86.88183235698884,Master's,4.130982697005547,No,Free or reduced,Yes,Pass
S921,Student_921,Other,16,12,91,68,82,90.41087674609717,High School,4.749924689596419,No,Standard,No,Pass
S922,Student_922,Female,15,11,99,69,61,88.81329766848587,PhD,3.767709453066368,No,Standard,No,Fail
S923,Student_923,Female,17,10,55,84,57,97.59829253454029,Master's,1.6234061462057738,No,Standard,No,Fail
S924,Student_924,Female,16,12,64,96,73,90.1104158344698,Master's,1.9737704670616427,Yes,Free or reduced,Yes,Fail
S925,Student_925,Other,17,9,79,51,65,90.15515676377137,Bachelor's,4.368774923492458,No,Free or reduced,No,Fail
S926,Student_926,Female,15,11,91,79,99,82.76743189441113,High School,1.8372243033368343,Yes,Standard,Yes,Pass
S927,Student_927,Female,15,9,86,83,53,99.65479081820772,PhD,1.2900892678179257,Yes,Standard,Yes,Pass
S928,Student_928,Male,15,12,86,71,87,84.9994578173766,PhD,3.813120216169002,Yes,Free or reduced,No,Fail
S929,Student_929,Female,16,11,91,52,93,81.46728134919205,Master's,2.610105421960568,No,Standard,Yes,Pass
S930,Student_930,Female,17,12,86,55,76,93.26292497950418,Bachelor's,4.680160210183614,Yes,Free or reduced,Yes,Fail
S931,Student_931,Other,16,9,84,64,58,91.90732740313746,Master's,3.601020284374646,Yes,Free or reduced,No,Fail
S932,Student_932,Other,16,11,72,76,96,88.30291307985492,Master's,1.361675911166643,No,Standard,No,Fail
S933,Student_933,Other,15,9,55,59,65,88.44384467761355,Master's,4.791426269014643,No,Standard,No,Fail
S934,Student_934,Other,16,12,53,58,61,95.70127842092862,Master's,2.0342290545609836,No,Free or reduced,No,Pass
S935,Student_935,Other,16,12,67,82,80,83.91425280199299,PhD,2.348849961625143,Yes,Free or reduced,No,Pass
S936,Student_936,Other,15,9,58,81,73,96.4050663788978,PhD,2.609041654734168,No,Free or reduced,No,Fail
S937,Student_937,Female,16,11,98,97,63,92.97494227790037,Master's,1.204897185617253,Yes,Free or reduced,Yes,Fail
S938,Student_938,Other,15,9,78,55,94,88.37939547559048,Master's,2.9860616889224194,Yes,Free or reduced,No,Fail
S939,Student_939,Other,15,12,62,90,74,89.16057233167737,Bachelor's,1.493273964301169,No,Standard,No,Fail
S940,Student_940,Male,15,9,96,85,83,85.13294414372191,Master's,2.603881306753407,Yes,Free or reduced,Yes,Fail
S941,Student_941,Female,15,12,66,51,52,95.0422866539395,PhD,2.402839151968337,Yes,Free or reduced,No,Pass
S942,Student_942,Female,16,9,94,78,73,90.25749484610536,High School,4.091360333706014,Yes,Free or reduced,Yes,Fail
S943,Student_943,Female,15,11,81,53,91,86.41709085499687,PhD,4.212682046530924,Yes,Standard,No,Fail
S944,Student_944,Other,15,11,97,50,58,91.921002315219,Bachelor's,1.613651529556352,No,Standard,No,Pass
S945,Student_945,Other,16,9,71,68,75,99.91468904102646,PhD,2.466204749516905,Yes,Free or reduced,Yes,Pass
S946,Student_946,Other,16,9,53,75,69,88.70524559313108,High School,2.4934126441273268,No,Free or reduced,No,Pass
S947,Student_947,Male,17,11,54,74,89,98.41382801557239,Master's,1.6056417757443402,Yes,Standard,Yes,Pass
S948,Student_948,Other,16,12,86,59,59,86.90033679849132,High School,4.193814020204762,Yes,Standard,No,Pass
S949,Student_949,Male,16,11,90,64,68,81.09465413849972,Master's,3.828913313341693,No,Standard,No,Pass
S950,Student_950,Female,17,12,98,71,52,84.08484212736857,Master's,1.761527145188139,Yes,Standard,Yes,Pass
S951,Student_951,Other,16,9,62,97,73,88.37390286655369,PhD,2.466887634375196,Yes,Free or reduced,No,Pass
S952,Student_952,Male,16,9,83,70,54,84.39269857189137,PhD,1.4232200994260569,Yes,Standard,No,Pass
S953,Student_953,Male,16,12,94,71,52,80.00454076436512,PhD,3.5128263883721758,Yes,Free or reduced,Yes,Fail
S954,Student_954,Other,16,9,71,85,76,98.30003075495054,Bachelor's,1.4854876981944787,Yes,Free or reduced,No,Pass
S955,Student_955,Female,17,12,72,83,65,96.87758822461858,PhD,4.943736674499672,Yes,Standard,Yes,Fail
S956,Student_956,Female,16,10,52,79,98,94.84584462973893,Bachelor's,4.122728298751449,No,Standard,No,Fail
S957,Student_957,Female,16,11,91,74,64,83.35629191292057,PhD,2.5609541983359803,No,Standard,Yes,Fail
S958,Student_958,Male,17,10,83,94,84,82.40727152419971,Master's,3.3142557291174177,No,Standard,No,Fail
S959,Student_959,Male,15,12,81,77,61,81.35209498944766,Bachelor's,4.6453672648656354,Yes,Free or reduced,Yes,Fail
S960,Student_960,Male,17,11,94,50,90,94.48058377545843,High School,3.2163971215833045,Yes,Free or reduced,Yes,Fail
S961,Student_961,Male,15,12,98,98,93,98.5761592137577,Bachelor's,1.6979939455918207,Yes,Free or reduced,No,Fail
S962,Student_962,Female,17,11,70,94,75,88.61071641826074,Bachelor's,2.5148134223246372,No,Standard,No,Fail
S963,Student_963,Other,17,11,95,53,96,82.38281343992097,High School,4.372579460118981,Yes,Free or reduced,Yes,Pass
S964,Student_964,Male,16,11,93,56,83,90.24785641464213,Bachelor's,3.5768520639584716,No,Standard,No,Fail
